ID,NAME,RESPONSE,NOELEC,DISTRICT,PARTY,INCUMB,TERM,SEX,AGE,RESULT,Q1_1,Q1_2,Q1_3,Q2_1,Q2_2,Q2_3,Q2_4,Q2_5,Q2_6,Q2_7,Q2_8,Q2_9,Q2_10,Q3_1,Q3_2,Q3_3,Q3_4,Q3_5,Q3_6,Q3_7,Q3_8,Q3_9,Q3_10,Q3_11,Q3_12,Q3_13,Q3_14,Q3_15,Q3_16,Q3_17,Q3_18,Q3_19,Q3_20,Q3_21,Q3_22,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_6,Q4_7,Q4_8,Q4_9,Q5,Q6_1,Q6_2,Q6_3,Q6_4,Q6_5,Q6_6,Q6_7,Q6_8,Q6_9,Q6_10,Q6_11,Q6_12,Q6_13,Q6_14,Q6_15,Q7_1,Q7_2,Q8,Q9_1,Q9_2,Q9_3,Q10,Q11_1,Q11_2,Q11_3,Q12_1,Q12_2,Q12_3,Q12_4,Q12_5,Q12_6,Q12_7,Q13,Q14,Q1_1_FA,Q1_2_FA,Q1_3_FA,Q6_15_FA
181,磯崎仁彦,1,0,37,1,3,1,1,58,1,3,13,5,100,25,90,33,50,25,25,80,75,80,3,4,3,2,99,2,1,1,99,3,99,1,3,5,99,1,1,5,4,4,4,4,3,3,99,5,3,4,99,3,3,1,1,0,1,1,0,1,0,0,0,1,0,0,1,1,0,2,2,4,1,1,2,99,3,6,1,99,99,99,99,99,99,99,6,日本の将来、自分達の未来、夢をどの政党に託すか選択して下さい。,,,,
182,田辺健一,1,0,37,4,1,0,1,35,0,12,7,1,0,75,0,100,0,75,75,0,0,0,5,5,5,5,5,3,3,5,5,1,1,5,5,1,5,3,5,1,1,3,1,5,4,4,5,1,4,5,5,2,99,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,5,5,5,4,3,5,1,1,2,4,3,6,5,7,5,私たちの投票で社会は変えられます。一緒に力をあわせましょう。,,,,
183,中西利恵,1,0,37,11,1,0,2,53,0,1,16,12,55,15,30,15,40,15,15,70,15,40,1,1,2,1,1,1,1,5,1,5,5,2,3,3,2,1,1,4,5,3,4,5,2,2,2,5,3,2,1,4,2,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,4,2,3,3,4,4,2,6,4,6,7,2,5,1,3,8,貴方の未来に責任を持ちます。一緒に変えよう！夢が叶う日本へ。,,経済政策：減税、規制緩和,,前文
184,田中俊秀,1,0,37,15,1,0,1,65,0,12,7,9,2,24,48,23,5,0,0,0,0,4,5,5,3,1,3,5,5,4,1,1,3,1,1,5,5,2,2,1,5,4,5,5,2,3,4,3,3,5,1,4,5,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,5,4,3,5,4,2,3,6,4,1,2,3,5,6,7,5,ジブンにカテ,,,,
185,山本順三,1,0,38,1,3,2,1,61,1,3,5,14,100,0,90,0,50,0,0,80,50,50,3,3,2,2,3,2,2,2,2,2,2,2,1,5,2,1,2,4,4,3,2,4,1,3,3,3,3,4,4,4,4,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,2,1,4,1,1,1,2,2,3,6,99,99,99,99,99,99,99,7,政治は君達の生活に直結しています。是非自分の一票を大切に！,,,,
186,森田浩二,1,0,38,11,1,0,1,56,0,1,2,12,30,0,0,0,0,0,0,30,10,0,1,2,1,1,2,3,2,5,1,5,4,1,2,4,2,2,1,4,4,5,3,5,2,1,2,5,2,3,1,2,3,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,5,1,3,1,4,2,4,6,5,1,7,6,2,3,4,6,自らの投票が未来を創る自覚を持ち、主体的に考え投票ください。,,,,
187,永江孝子,1,0,38,14,1,0,2,56,0,12,5,15,0,75,0,50,0,75,25,0,25,25,5,3,5,5,5,2,3,4,2,2,2,5,5,1,2,3,4,2,2,1,1,3,5,4,5,2,5,4,4,4,4,4,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,2,5,5,4,3,3,2,1,1,2,5,6,3,4,7,2,しっかり候補者の想いを見てほしい。選挙に行ってほしい。,,,,
188,大家敏志,1,0,40,1,3,1,1,48,1,16,2,6,100,50,100,50,50,50,50,50,50,50,2,2,3,1,3,2,1,3,3,2,2,1,2,4,1,2,1,3,4,3,2,3,1,2,2,5,3,5,2,2,5,1,1,0,1,1,1,1,0,0,0,1,1,0,1,1,0,2,1,5,1,1,1,2,3,1,2,99,99,99,99,99,99,99,5,あなたの厳しい目でどの政党、候補者を選ぶべきか判断して下さい,経済,,,
189,古賀之士,1,0,40,2,1,0,1,57,1,3,7,5,50,75,50,50,50,50,50,50,50,50,2,3,2,5,5,4,3,3,4,1,1,3,5,2,2,3,1,1,1,2,1,3,2,3,5,3,4,4,3,4,3,3,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,2,5,5,4,2,3,1,5,1,2,3,5,6,4,7,5,投票に行って、自分たちの未来を自分たち自身で選んでください。,,,,
190,高瀬弘美,1,0,40,3,1,0,2,34,1,7,5,3,75,25,95,2,50,5,2,5,5,2,3,4,4,5,4,2,3,2,3,2,2,2,2,1,2,3,3,1,2,2,2,2,3,4,4,2,4,3,3,4,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,5,2,2,1,2,2,2,3,5,2,3,1,5,6,4,2,7,5,奨学金や就職率など政治は身近。若者の声を投票で聞かせて下さい。,,,,
191,柴田雅子,1,0,40,4,1,0,2,32,0,1,6,7,0,60,0,100,0,60,50,0,0,0,5,5,2,5,5,2,3,5,5,1,1,5,5,1,3,4,5,1,1,2,1,5,5,5,5,1,5,4,5,3,3,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,5,5,5,4,1,3,5,1,2,3,6,5,4,7,1,若者を使い捨てにする政治を許すな。若者の1票で政治を変えよう。,,,,
192,森上晋平,1,0,40,5,1,0,1,32,0,11,3,5,60,0,50,0,100,0,0,50,50,50,2,5,3,3,3,4,4,2,2,2,1,1,3,4,2,3,4,3,3,3,1,1,2,3,3,3,4,4,2,3,4,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,1,2,2,4,3,2,2,4,3,1,2,5,6,3,4,7,5,将来世代を代表するつもりで、是非、投票所に足を運んでほしい。,,,,一院制
193,竹内信昭,1,0,40,6,1,0,1,63,0,12,1,15,0,20,0,20,0,100,20,0,0,0,5,5,5,5,5,3,3,5,5,1,3,5,5,1,3,5,5,1,1,1,3,5,5,5,5,1,5,3,4,1,3,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,5,5,5,4,3,5,1,2,1,3,6,5,4,7,4,ぜひ投票に行き、日本の将来を自らの判断で選択してほしい。,,,,
194,石井英俊,1,0,40,8,1,0,1,39,0,2,12,1,75,10,10,0,40,0,0,100,20,60,1,1,1,1,5,2,1,5,2,3,3,2,2,5,5,1,1,5,5,5,4,3,2,3,2,5,3,1,3,3,4,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,5,1,2,1,4,1,6,3,5,6,4,3,7,2,1,5,経済成長で、希望を持って働ける社会を創ります！,,,,前文「諸国民の公正〜」改正
195,吉冨和枝,1,0,40,11,1,0,2,57,0,1,5,2,30,0,0,0,0,0,0,30,10,0,1,2,1,1,2,3,2,5,1,5,4,1,3,5,2,2,1,4,4,5,3,5,1,1,2,5,2,3,1,2,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,1,3,1,4,2,4,6,1,4,7,3,2,5,6,6,日本を担う責任と自覚を持って政治にも積極的に参加してほしい。,,,,
196,船戸タキ子,1,0,40,15,1,0,2,58,0,7,6,10,60,20,40,10,30,10,10,10,10,10,2,3,1,1,2,1,1,5,3,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,4,2,3,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,2,2,2,4,1,3,6,7,1,2,3,4,5,6,7,よく考えよく研究すべきだと思います。,,,,
197,福岡資麿,1,0,41,1,3,1,1,43,1,16,6,4,100,20,100,10,50,10,10,40,30,50,2,3,2,3,4,1,1,2,3,3,3,2,3,5,3,2,2,3,3,3,2,3,3,3,3,4,4,4,2,3,5,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,2,1,3,2,1,2,2,3,1,5,99,99,99,99,99,99,99,5,若い感性で将来の日本社会のあり方についてよく考えていただきたい。,地方創生,,,
198,中村哲治,1,0,41,2,2,1,1,44,0,12,4,6,0,100,0,50,0,90,50,0,0,0,3,3,4,5,4,3,2,2,5,2,1,5,4,2,2,3,2,2,3,1,1,2,4,4,3,3,5,5,3,1,4,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,5,5,5,2,3,2,5,2,3,4,6,7,1,5,5,この国のかたち、一緒に考えましょう！！未来は、みんなのもの！！,,,,
199,中島徹,1,0,41,11,1,0,1,42,0,1,16,3,50,0,0,0,25,0,0,75,40,50,1,1,1,1,1,1,1,5,1,5,5,1,3,3,1,1,1,5,4,4,3,5,1,1,3,5,3,1,1,2,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,5,1,1,1,4,4,2,6,2,6,7,5,1,4,3,5,空気に支配されることなくどういう未来にしたいか考えよう！,,税制・消費減税,,大統領制にし天皇を不測の事態から守る国家にする。
200,金子原二郎,1,0,42,1,3,1,1,72,1,16,7,14,100,999,100,999,999,999,999,999,999,999,3,2,3,1,3,1,1,2,3,2,2,2,2,4,1,1,2,3,5,3,3,2,1,2,2,5,4,3,3,2,4,1,1,0,1,1,1,1,0,1,0,1,1,0,0,0,0,3,4,4,2,1,2,2,3,1,2,1,1,1,1,1,1,1,8,あなたの一票が政治を動かします。,経済,,,
201,西岡秀子,1,0,42,2,1,0,2,52,0,5,7,6,999,100,999,999,999,999,999,999,999,999,3,5,2,3,4,3,2,3,3,2,1,5,4,4,3,3,3,3,3,1,3,2,3,3,5,3,4,4,2,3,5,3,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,3,5,4,4,2,3,1,5,2,3,5,6,4,1,7,99,政治は遠くで誰かが行うのではなく私達の「生活」そのものである。,,,,
202,江夏正敏,1,0,42,11,1,0,1,48,0,2,1,5,40,10,10,0,5,0,0,50,5,5,1,1,1,1,2,3,2,5,1,5,4,1,3,5,2,1,1,4,4,4,3,5,1,1,2,5,3,3,1,2,3,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,5,1,3,1,4,2,4,6,1,3,6,4,2,7,5,7,将来の日本の繁栄は今の判断と選択で決まる。投票で未来を築こう,,,,
203,松村祥史,1,0,43,1,3,2,1,52,1,13,99,99,999,999,999,999,999,999,999,999,999,999,2,99,99,1,4,1,3,2,2,2,4,2,3,5,3,2,1,3,3,4,1,99,3,3,3,4,3,3,3,3,3,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,3,1,3,1,2,1,99,3,99,99,99,99,99,99,99,99,99,99,99,,,,
204,木下順子,1,0,43,11,1,0,2,57,0,2,16,1,49,0,0,0,49,0,0,50,30,40,1,1,1,1,2,1,1,5,1,5,1,1,2,5,1,1,1,5,5,5,5,5,1,1,1,5,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,5,1,5,4,4,4,6,2,1,2,6,5,3,7,4,5,未来は君たちが創る、たくさんの意見を聞き、議論をすることが大切,,マイナンバー制度廃止,,
205,本藤哲哉,1,0,43,13,1,0,1,62,0,99,99,99,50,50,50,50,50,50,50,50,50,50,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,3,3,3,3,99,99,99,99,99,99,99,99,99,99,99,5,新しい世代に新しい選択肢が出来ました。とにかく選挙に行こう。,,,,
206,阿部広美,1,0,43,14,1,0,2,49,0,12,13,5,0,75,10,75,0,75,75,0,0,0,5,5,4,5,4,3,4,4,4,1,1,5,5,2,2,4,5,1,3,2,3,3,4,5,5,1,5,4,4,3,4,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,5,5,4,3,3,1,5,2,1,3,5,6,4,7,3,自分の目と耳で誰が国の将来を委せるのに適応しいか判断する事。,,,,
207,古庄玄知,1,0,44,1,1,0,1,58,0,1,5,11,90,10,80,0,60,0,0,60,60,60,3,3,4,2,4,2,3,2,2,3,3,2,2,4,2,2,2,2,5,4,4,3,4,2,1,4,3,4,2,4,4,2,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,3,1,4,2,2,2,2,3,4,5,5,4,1,2,3,6,7,5,日本の未来は君たちにかかっています。しっかりと良く考えて。,,,,
208,足立信也,1,0,44,2,3,2,1,59,1,6,5,1,0,100,999,999,999,999,999,999,999,999,3,3,3,5,3,4,4,2,4,2,2,3,3,2,2,3,3,3,3,4,4,3,3,4,3,3,3,4,3,3,4,4,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,5,5,5,2,5,2,3,5,1,3,6,4,2,7,5,大切な権利を行使し、選挙に行って政治に関心を持ちましょう。,,,,
209,上田敦子,1,0,44,11,1,0,2,49,0,2,1,12,30,0,0,0,0,0,0,30,10,0,1,2,1,1,2,3,2,5,1,5,4,1,3,5,2,2,1,4,4,5,3,5,1,1,2,5,2,3,1,2,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,1,3,1,4,2,4,6,3,7,5,4,1,6,2,6,一緒に変えましょう。日本の未来はあなた達が決めるのです。,,,,
210,松下新平,1,0,45,1,3,2,1,49,1,3,4,13,100,50,100,50,50,50,50,100,50,100,2,2,3,2,3,2,1,3,3,2,2,1,2,5,1,2,1,3,4,3,2,3,2,2,2,4,3,4,3,4,4,1,1,0,1,1,1,1,0,0,0,1,1,0,1,1,0,2,1,2,1,2,2,2,3,1,2,1,4,2,3,7,6,5,7,世界情勢が大きく変動していきます。日本には、若い力が必要です。,,,,
211,河野一郎,1,0,45,11,1,0,1,56,0,1,16,3,50,0,0,0,30,0,0,70,30,25,1,1,1,1,1,1,1,5,5,5,5,1,5,5,2,1,1,5,5,5,2,5,1,1,1,5,3,3,1,4,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,2,5,3,4,4,6,2,1,7,4,5,3,6,2,7,若者が希望を持てない国に未来はない。若者の夢を徹底的に応援！,,消費減税,,
212,読谷山洋司,1,0,45,14,1,0,1,52,0,1,3,5,25,90,25,70,25,80,60,25,50,25,3,4,3,4,4,3,3,2,3,2,2,4,4,3,3,2,3,2,3,3,2,3,3,4,5,3,4,4,3,4,4,4,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,5,5,5,2,2,3,4,1,2,3,5,4,6,7,4,市民が主役・市民が変える。政治は変えられる。投票に行こう！,,,,
213,野村哲郎,1,0,46,1,3,2,1,72,1,4,6,14,100,45,75,0,0,0,0,50,0,0,1,2,2,1,4,1,1,2,4,2,2,2,2,5,2,2,2,5,5,4,5,3,2,3,2,4,3,4,4,2,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,2,1,2,3,2,2,3,5,1,4,3,6,7,2,5,7,国政選挙は政党選挙であり、どの政党を選ぶか考えてほしい。,,,,
214,松沢力,1,0,46,11,1,0,1,34,0,3,1,12,75,50,50,50,50,50,50,75,50,50,1,2,3,1,2,2,2,5,1,5,3,1,5,5,2,1,1,5,4,5,3,5,3,1,2,5,3,3,1,2,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,5,1,3,3,4,4,2,6,1,4,7,5,2,6,3,5,苦しみや悩みは若い時の特権です。力強く人生を歩んで下さい。,,,,
215,下町和三,1,0,46,14,1,0,1,56,0,1,3,6,0,100,20,60,0,100,60,0,0,0,5,5,5,5,5,1,3,3,5,1,1,4,5,1,3,5,2,1,1,1,1,3,1,5,5,3,5,4,4,5,3,3,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,5,5,5,2,1,3,5,2,1,3,6,5,4,7,5,政治は暮らしです。選挙投票は暮らし方へのあなたの意思表示です。,,,,
216,坂田英明,1,0,46,15,1,0,1,45,0,2,7,6,50,0,60,60,60,0,0,0,0,0,1,5,1,1,5,1,1,5,5,1,3,5,5,5,5,5,3,5,5,5,5,5,1,1,1,3,1,1,5,3,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,5,1,5,2,4,3,99,99,3,4,1,5,6,2,7,1,行動には責任がともないます。今自分が考える最善を選んで下さい,,,,
217,島尻安伊子,1,0,47,1,3,2,2,51,0,3,5,6,100,20,80,10,40,15,20,75,50,50,1,2,2,3,4,2,2,2,2,2,2,2,3,4,3,2,2,3,3,2,2,3,2,3,3,4,4,4,2,3,4,2,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,3,3,3,1,1,2,2,3,1,6,1,2,4,3,5,7,6,5,時計の針を戻すことなく、謙虚に、素直に、前向きに取り組む。,,,,
218,金城竜郎,1,0,47,11,1,0,1,52,0,1,2,12,35,0,0,0,0,0,0,30,10,0,1,2,1,1,2,2,2,5,1,5,4,1,3,5,2,2,1,4,4,5,3,5,1,1,2,5,2,3,1,2,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,1,3,1,4,2,4,6,6,5,7,4,2,3,1,6,若い力で政治を変えていきましょう。若い力に期待しています。,,,,
219,伊波洋一,1,0,47,14,1,0,1,64,1,12,5,7,10,90,50,90,20,90,90,5,25,25,5,5,4,5,5,2,4,5,4,2,2,5,5,2,3,4,5,2,2,2,2,2,4,4,4,1,5,4,4,4,4,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,2,5,5,5,3,2,3,5,2,1,3,5,6,4,7,3,政治が日本の今と未来を決めている。投票で政治に参加しよう。,,,,
220,青木一彦,1,0,48,1,3,1,1,55,1,16,3,4,999,999,999,999,999,999,999,999,999,999,2,2,3,2,3,2,1,2,2,2,2,1,2,5,1,2,1,3,4,3,3,3,1,2,2,5,3,5,2,2,5,1,1,0,1,1,1,1,0,0,0,1,1,0,1,1,0,2,1,5,1,1,1,2,3,1,2,7,3,1,5,6,2,4,8,周囲に惑わされず、自分の意志を大切に。,地方創生,,,
221,国領豊太,1,0,48,11,1,0,1,34,0,1,3,14,80,0,40,0,80,0,0,80,70,50,1,1,2,1,1,1,1,5,1,4,5,1,4,3,2,1,1,4,3,5,4,5,2,1,2,5,2,2,1,3,4,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,2,4,2,2,1,4,4,2,6,1,7,6,4,5,3,2,8,政治に関心を持って、より良い政治を実現する力になって下さい。,,,,
222,福島浩彦,1,0,48,14,1,0,1,59,0,5,4,12,40,80,50,80,30,80,80,0,50,50,5,5,4,5,4,4,4,3,4,1,1,5,5,1,2,4,5,1,2,2,1,5,3,4,5,2,5,5,3,3,2,3,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,5,5,5,3,3,1,5,1,2,3,6,5,4,7,5,世の中の「空気」に左右されず、自分の頭で考え判断して下さい。,,,,
223,中西祐介,1,0,49,1,3,1,1,36,1,16,11,5,80,0,80,0,60,0,0,50,50,50,2,2,3,2,3,2,1,3,3,2,2,1,2,4,1,2,1,3,4,3,2,3,1,2,2,5,3,5,2,2,5,1,1,0,1,1,1,1,0,0,0,1,1,0,1,1,0,2,1,5,1,1,1,2,3,1,2,5,6,7,1,2,3,4,7,人生も世の中も、人に与えられるものでない。ともに切り開こう！,景気・経済,,,
224,福山正敏,1,0,49,11,1,0,1,45,0,3,4,1,30,0,0,0,0,0,0,30,10,0,1,2,1,1,2,3,2,5,1,5,4,1,3,5,2,2,1,4,4,5,3,5,1,1,2,5,2,3,1,2,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,1,3,1,4,2,4,6,6,5,7,4,2,3,1,6,政治に関心を持ち積極的に日本の政治に参加していただきたい。,,,,
225,大西聡,1,0,49,14,1,0,1,53,0,5,6,12,20,80,20,75,20,75,75,10,20,20,4,3,4,5,5,3,4,4,4,2,1,5,5,1,3,4,3,1,2,2,2,5,3,4,5,2,5,5,4,4,4,5,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,1,5,5,5,2,3,1,5,1,2,3,4,5,6,7,5,皆さんが国の主人公です。選挙で日本は変えられます。ぜひ投票を。,,,,
226,畦元将吾,1,0,66,1,1,0,1,58,0,6,5,10,100,25,80,0,20,5,3,60,50,50,2,1,2,3,4,2,2,2,2,2,3,2,3,5,2,2,2,3,3,3,4,3,2,4,2,3,5,4,2,2,5,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,2,3,4,1,1,3,2,3,2,6,3,1,2,5,6,4,7,5,国のあり方をパフォーマンスで語っているか見極める力を！！,,,,
227,伊藤洋介,1,0,66,1,1,0,1,52,0,3,99,99,100,0,90,0,70,0,0,60,50,60,2,3,2,3,3,3,3,3,2,3,2,1,4,3,2,2,2,2,2,3,2,3,2,3,4,4,4,4,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,2,1,1,2,2,3,2,4,2,1,3,5,6,4,7,8,投票に行ってください。皆さんの未来を決める大切なイベントです,,,,
228,園田修光,1,0,66,1,1,0,1,59,1,16,5,6,100,999,999,999,999,999,999,999,999,999,2,3,2,2,4,3,3,2,3,3,1,3,3,4,2,3,2,2,3,3,4,3,2,3,3,4,4,3,3,2,5,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,3,2,2,3,1,3,2,99,2,1,3,5,6,4,7,6,社会の一員として、お互い責任ある行動をとりましょう。,介護,,,
229,宮島喜文,1,0,66,1,1,0,1,64,1,6,7,5,100,0,51,0,50,0,0,51,0,0,1,3,3,2,3,1,2,2,2,3,3,1,2,5,5,1,1,5,5,3,5,2,2,99,2,4,3,4,3,4,3,1,1,1,0,0,0,0,0,1,0,0,1,1,0,1,0,2,2,4,1,1,2,2,3,2,4,6,5,1,2,7,4,3,7,是非投票に行って欲しい,,,,
230,山谷えり子,1,0,66,1,3,2,2,65,1,5,12,1,100,999,999,999,999,999,999,999,999,999,1,99,99,1,99,99,99,99,99,99,99,1,99,5,99,1,99,5,5,99,99,99,1,3,99,99,99,99,99,99,5,1,1,0,1,0,0,1,0,0,0,1,0,1,1,1,1,1,1,3,1,1,2,2,5,6,1,99,99,99,99,99,99,99,5,一隅を照らしあい、”一億総活躍社会”のあたたかい国を作りましょう。,,,,参議院議員を人口の少ない県でも代表として認めるようにする。前文、天皇各項
231,自見英子,1,0,66,1,1,0,2,40,1,6,5,7,100,50,75,50,50,50,50,50,50,50,2,3,3,2,5,2,4,1,3,2,3,2,3,5,3,1,2,1,3,3,3,4,2,5,4,3,5,3,5,4,4,99,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,3,2,2,3,1,3,5,2,1,2,5,4,3,7,6,7,日本の社会をみんなで考えて、共に作ってまいりましょう。,,,,
232,小川克巳,1,0,66,1,1,0,1,64,1,6,5,13,80,0,50,20,0,50,60,50,50,50,2,2,3,3,3,1,2,1,3,3,3,1,2,4,2,2,1,3,3,3,3,3,1,2,3,5,3,5,2,2,5,1,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,2,1,5,1,1,1,1,99,99,99,1,2,5,4,7,3,6,6,自分の意見を主張出来る大きな権利と機会を是非活かして下さい。,,,,
233,進藤金日子,1,0,66,1,1,0,1,53,1,4,14,13,100,50,50,50,50,50,50,50,50,50,2,2,2,3,3,1,2,2,3,3,2,2,3,3,3,2,2,3,3,3,4,3,2,3,3,4,4,4,3,3,4,2,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,3,1,3,1,1,1,2,3,4,2,3,2,6,5,7,1,4,8,より良い社会とするため政治参加は大切。是非投票しましょう。,,,,
234,水落敏栄,1,0,66,1,3,2,1,73,1,14,6,5,100,50,50,50,50,50,50,50,50,50,2,3,2,1,3,1,2,2,3,2,2,2,2,5,4,1,1,5,5,3,3,3,2,3,1,4,4,4,3,3,3,2,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,5,1,5,1,1,1,2,2,5,4,7,3,6,5,4,2,1,5,99,,,,
235,青山繁晴,1,0,66,1,1,0,1,63,1,3,1,4,999,999,999,999,999,999,999,999,999,999,1,2,2,1,4,1,1,5,2,2,4,3,5,5,5,3,1,4,5,4,2,4,3,3,4,5,4,2,2,4,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,1,2,2,4,3,6,1,1,3,5,7,4,6,2,5,十代の政治参加第一世代の誇りと責任を持ち投票前に自分で考える,,,,
236,足立敏之,1,0,66,1,1,0,1,62,1,14,13,3,100,999,999,999,999,999,999,999,999,999,99,99,99,99,99,1,1,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,99,99,1,99,99,99,99,99,99,99,1,99,99,2,99,99,99,,,,
237,大江康弘,1,0,66,1,2,2,1,62,0,13,16,15,100,0,80,0,0,0,0,50,0,0,1,2,3,1,5,1,1,4,1,3,99,4,1,5,2,1,1,5,5,5,5,5,4,1,3,5,5,1,5,5,5,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,5,1,1,3,3,3,2,1,7,4,6,3,5,2,1,10,未来の日本を担う自分達の為に、ぜひ今の想いを票に投じて下さい,,介護、治療分野の充実,,
238,竹内功,1,0,66,1,1,0,1,64,0,16,10,6,75,25,60,10,60,25,40,40,40,40,2,3,2,3,4,2,2,3,3,2,2,2,4,3,2,2,2,2,3,2,2,3,4,2,3,4,4,4,2,4,4,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,2,2,2,2,2,3,4,6,4,5,1,6,3,2,7,6,国や地域のあり方を決めることになる選挙には、是非参加を！,地方創生,,,
239,堀内恒夫,1,0,66,1,3,1,1,68,0,16,5,13,100,999,100,999,999,999,999,999,999,999,1,1,1,1,3,2,3,3,2,3,3,1,3,5,4,1,1,5,5,3,3,4,2,3,3,5,4,3,3,3,3,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,3,1,1,1,2,3,1,6,99,99,99,99,99,99,99,8,日本の将来を見据えて、ぜひ投票に行ってほしい。,生涯スポーツ,,,
240,山田宏,1,0,66,1,1,0,1,58,1,1,12,99,100,0,80,0,50,0,0,80,50,50,2,2,3,1,3,2,1,3,3,2,2,1,2,5,1,2,1,3,4,3,2,3,1,2,2,5,3,5,2,2,5,1,1,0,1,1,1,1,0,0,0,1,1,0,1,1,0,2,1,5,1,1,1,2,3,1,2,6,7,1,2,3,4,5,6,未来の日本を創るのは若い貴方達です。その自覚を持って投票に！,,,,
241,徳茂雅之,0,0,66,1,1,0,1,54,1,99,99,99,999,999,999,999,999,999,999,999,999,999,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,,,,
242,片山さつき,0,0,66,1,3,1,2,57,1,99,99,99,999,999,999,999,999,999,999,999,999,999,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,,,,
